ID	Macrosegmento	Segmento Empresarial	Especialidade Principal	Serviços Principais	Palavras-chave / Termos de Busca	ICP B2B (Cliente Ideal)	Setores-alvo	Necessidade / Dor que Resolve	Sinais de Oportunidade para Busca	Objetivo de Captação	Modelo de Contratação	Potencial de Recorrência
B2B-0207	Logística e Transporte	Transportadora de Produtos Perigosos	Carga perigosa	"Carga perigosa; documentação; segurança; rastreamento; distribuição"	"transportadora de produtos perigosos; logistica e transporte; carga perigosa; documentacao; seguranca; rastreamento; distribuicao"	Indústrias, distribuidores, e-commerces, varejistas, importadores/exportadores e empresas com fluxo de mercadorias	"Indústria; varejo; e-commerce; alimentos; farmacêutico; agronegócio; construção"	Frete caro, baixa previsibilidade, necessidade de armazenagem, distribuição, rastreabilidade ou expansão logística. Demanda típica: carga perigosa.	"alto volume de pedidos; novas regiões; e-commerce; importação/exportação; abertura de CD; atrasos frequentes; crescimento de SKU"	Prospectar empresas do ICP com sinais de alto volume de pedidos ou novas regiões e potencial demanda por carga perigosa e documentação.	Contrato recorrente	Alta
B2B-0208	Logística e Transporte	Logística Internacional	Frete marítimo	"Frete marítimo; aéreo; rodoviário internacional; documentação; tracking"	"logistica internacional; logistica e transporte; frete maritimo; aereo; rodoviario internacional; documentacao; tracking"	Indústrias, distribuidores, e-commerces, varejistas, importadores/exportadores e empresas com fluxo de mercadorias	"Indústria; varejo; e-commerce; alimentos; farmacêutico; agronegócio; construção"	Frete caro, baixa previsibilidade, necessidade de armazenagem, distribuição, rastreabilidade ou expansão logística. Demanda típica: frete marítimo.	"alto volume de pedidos; novas regiões; e-commerce; importação/exportação; abertura de CD; atrasos frequentes; crescimento de SKU"	Prospectar empresas do ICP com sinais de alto volume de pedidos ou novas regiões e potencial demanda por frete marítimo e aéreo.	Contrato recorrente	Alta
B2B-0209	Logística e Transporte	Agente de Cargas	Freight forwarding	"Freight forwarding; consolidação; booking; documentação; seguro"	"agente de cargas; logistica e transporte; freight forwarding; consolidacao; booking; documentacao; seguro"	Indústrias, distribuidores, e-commerces, varejistas, importadores/exportadores e empresas com fluxo de mercadorias	"Indústria; varejo; e-commerce; alimentos; farmacêutico; agronegócio; construção"	Frete caro, baixa previsibilidade, necessidade de armazenagem, distribuição, rastreabilidade ou expansão logística. Demanda típica: freight forwarding.	"alto volume de pedidos; novas regiões; e-commerce; importação/exportação; abertura de CD; atrasos frequentes; crescimento de SKU"	Prospectar empresas do ICP com sinais de alto volume de pedidos ou novas regiões e potencial demanda por freight forwarding e consolidação.	Contrato recorrente	Alta
B2B-0210	Logística e Transporte	Despachante Aduaneiro	Desembaraço	"Desembaraço; classificação fiscal; Siscomex; documentação; consultoria"	"despachante aduaneiro; logistica e transporte; desembaraco; classificacao fiscal; siscomex; documentacao; consultoria"	Indústrias, distribuidores, e-commerces, varejistas, importadores/exportadores e empresas com fluxo de mercadorias	"Indústria; varejo; e-commerce; alimentos; farmacêutico; agronegócio; construção"	Frete caro, baixa previsibilidade, necessidade de armazenagem, distribuição, rastreabilidade ou expansão logística. Demanda típica: desembaraço.	"alto volume de pedidos; novas regiões; e-commerce; importação/exportação; abertura de CD; atrasos frequentes; crescimento de SKU"	Prospectar empresas do ICP com sinais de alto volume de pedidos ou novas regiões e potencial demanda por desembaraço e classificação fiscal.	Contrato recorrente	Alta
B2B-0211	Logística e Transporte	Empresa de Armazenagem	Armazéns	"Armazéns; inventário; cross docking; picking; segurança"	"empresa de armazenagem; logistica e transporte; armazens; inventario; cross docking; picking; seguranca"	Indústrias, distribuidores, e-commerces, varejistas, importadores/exportadores e empresas com fluxo de mercadorias	"Indústria; varejo; e-commerce; alimentos; farmacêutico; agronegócio; construção"	Frete caro, baixa previsibilidade, necessidade de armazenagem, distribuição, rastreabilidade ou expansão logística. Demanda típica: armazéns.	"alto volume de pedidos; novas regiões; e-commerce; importação/exportação; abertura de CD; atrasos frequentes; crescimento de SKU"	Prospectar empresas do ICP com sinais de alto volume de pedidos ou novas regiões e potencial demanda por armazéns e inventário.	Contrato recorrente	Alta
B2B-0212	Logística e Transporte	Empresa de Cross Docking	Recebimento	"Recebimento; triagem; consolidação; expedição; distribuição"	"empresa de cross docking; logistica e transporte; recebimento; triagem; consolidacao; expedicao; distribuicao"	Indústrias, distribuidores, e-commerces, varejistas, importadores/exportadores e empresas com fluxo de mercadorias	"Indústria; varejo; e-commerce; alimentos; farmacêutico; agronegócio; construção"	Frete caro, baixa previsibilidade, necessidade de armazenagem, distribuição, rastreabilidade ou expansão logística. Demanda típica: recebimento.	"alto volume de pedidos; novas regiões; e-commerce; importação/exportação; abertura de CD; atrasos frequentes; crescimento de SKU"	Prospectar empresas do ICP com sinais de alto volume de pedidos ou novas regiões e potencial demanda por recebimento e triagem.	Contrato recorrente	Alta
B2B-0213	Logística e Transporte	Empresa de Last Mile	Entregas urbanas	"Entregas urbanas; roteirização; rastreamento; prova de entrega"	"empresa de last mile; logistica e transporte; entregas urbanas; roteirizacao; rastreamento; prova de entrega"	Indústrias, distribuidores, e-commerces, varejistas, importadores/exportadores e empresas com fluxo de mercadorias	"Indústria; varejo; e-commerce; alimentos; farmacêutico; agronegócio; construção"	Frete caro, baixa previsibilidade, necessidade de armazenagem, distribuição, rastreabilidade ou expansão logística. Demanda típica: entregas urbanas.	"alto volume de pedidos; novas regiões; e-commerce; importação/exportação; abertura de CD; atrasos frequentes; crescimento de SKU"	Prospectar empresas do ICP com sinais de alto volume de pedidos ou novas regiões e potencial demanda por entregas urbanas e roteirização.	Contrato recorrente	Alta
B2B-0214	Logística e Transporte	Motofrete Corporativo	Documentos	"Documentos; pequenas cargas; entregas expressas; rotas"	"motofrete corporativo; logistica e transporte; documentos; pequenas cargas; entregas expressas; rotas"	Indústrias, distribuidores, e-commerces, varejistas, importadores/exportadores e empresas com fluxo de mercadorias	"Indústria; varejo; e-commerce; alimentos; farmacêutico; agronegócio; construção"	Frete caro, baixa previsibilidade, necessidade de armazenagem, distribuição, rastreabilidade ou expansão logística. Demanda típica: documentos.	"alto volume de pedidos; novas regiões; e-commerce; importação/exportação; abertura de CD; atrasos frequentes; crescimento de SKU"	Prospectar empresas do ICP com sinais de alto volume de pedidos ou novas regiões e potencial demanda por documentos e pequenas cargas.	Contrato recorrente	Alta
B2B-0215	Logística e Transporte	Empresa de Mudança Corporativa	Mudanças empresariais	"Mudanças empresariais; embalagem; transporte; montagem; armazenagem"	"empresa de mudanca corporativa; logistica e transporte; mudancas empresariais; embalagem; transporte; montagem; armazenagem"	Indústrias, distribuidores, e-commerces, varejistas, importadores/exportadores e empresas com fluxo de mercadorias	"Indústria; varejo; e-commerce; alimentos; farmacêutico; agronegócio; construção"	Frete caro, baixa previsibilidade, necessidade de armazenagem, distribuição, rastreabilidade ou expansão logística. Demanda típica: mudanças empresariais.	"alto volume de pedidos; novas regiões; e-commerce; importação/exportação; abertura de CD; atrasos frequentes; crescimento de SKU"	Prospectar empresas do ICP com sinais de alto volume de pedidos ou novas regiões e potencial demanda por mudanças empresariais e embalagem.	Contrato recorrente	Alta
B2B-0216	Logística e Transporte	Locação de Galpões Logísticos	Galpões	"Galpões; condomínios; built-to-suit; armazenagem; locação"	"locacao de galpoes logisticos; logistica e transporte; galpoes; condominios; built-to-suit; armazenagem; locacao"	Indústrias, distribuidores, e-commerces, varejistas, importadores/exportadores e empresas com fluxo de mercadorias	"Indústria; varejo; e-commerce; alimentos; farmacêutico; agronegócio; construção"	Frete caro, baixa previsibilidade, necessidade de armazenagem, distribuição, rastreabilidade ou expansão logística. Demanda típica: galpões.	"alto volume de pedidos; novas regiões; e-commerce; importação/exportação; abertura de CD; atrasos frequentes; crescimento de SKU"	Prospectar empresas do ICP com sinais de alto volume de pedidos ou novas regiões e potencial demanda por galpões e condomínios.	Contrato recorrente	Alta
B2B-0217	Logística e Transporte	Consultoria Logística	Malha	"Malha; frete; estoque; armazenagem; custos; processos"	"consultoria logistica; logistica e transporte; malha; frete; estoque; armazenagem; custos; processos"	Indústrias, distribuidores, e-commerces, varejistas, importadores/exportadores e empresas com fluxo de mercadorias	"Indústria; varejo; e-commerce; alimentos; farmacêutico; agronegócio; construção"	Frete caro, baixa previsibilidade, necessidade de armazenagem, distribuição, rastreabilidade ou expansão logística. Demanda típica: malha.	"alto volume de pedidos; novas regiões; e-commerce; importação/exportação; abertura de CD; atrasos frequentes; crescimento de SKU"	Prospectar empresas do ICP com sinais de alto volume de pedidos ou novas regiões e potencial demanda por malha e frete.	Contrato recorrente	Alta
B2B-0218	Logística e Transporte	Empresa de Roteirização	Software de rotas	"Software de rotas; otimização; tracking; torre de controle"	"empresa de roteirizacao; logistica e transporte; software de rotas; otimizacao; tracking; torre de controle"	Indústrias, distribuidores, e-commerces, varejistas, importadores/exportadores e empresas com fluxo de mercadorias	"Indústria; varejo; e-commerce; alimentos; farmacêutico; agronegócio; construção"	Frete caro, baixa previsibilidade, necessidade de armazenagem, distribuição, rastreabilidade ou expansão logística. Demanda típica: software de rotas.	"alto volume de pedidos; novas regiões; e-commerce; importação/exportação; abertura de CD; atrasos frequentes; crescimento de SKU"	Prospectar empresas do ICP com sinais de alto volume de pedidos ou novas regiões e potencial demanda por software de rotas e otimização.	Contrato recorrente	Alta
B2B-0219	Logística e Transporte	Torre de Controle Logístico	Monitoramento	"Monitoramento; KPIs; ocorrências; tracking; gestão de transportadoras"	"torre de controle logistico; logistica e transporte; monitoramento; kpis; ocorrencias; tracking; gestao de transportadoras"	Indústrias, distribuidores, e-commerces, varejistas, importadores/exportadores e empresas com fluxo de mercadorias	"Indústria; varejo; e-commerce; alimentos; farmacêutico; agronegócio; construção"	Frete caro, baixa previsibilidade, necessidade de armazenagem, distribuição, rastreabilidade ou expansão logística. Demanda típica: monitoramento.	"alto volume de pedidos; novas regiões; e-commerce; importação/exportação; abertura de CD; atrasos frequentes; crescimento de SKU"	Prospectar empresas do ICP com sinais de alto volume de pedidos ou novas regiões e potencial demanda por monitoramento e kpis.	Contrato recorrente	Alta
B2B-0220	Logística e Transporte	Empresa de Logística Reversa	Coleta	"Coleta; devoluções; triagem; reciclagem; retorno ao estoque"	"empresa de logistica reversa; logistica e transporte; coleta; devolucoes; triagem; reciclagem; retorno ao estoque"	Indústrias, distribuidores, e-commerces, varejistas, importadores/exportadores e empresas com fluxo de mercadorias	"Indústria; varejo; e-commerce; alimentos; farmacêutico; agronegócio; construção"	Frete caro, baixa previsibilidade, necessidade de armazenagem, distribuição, rastreabilidade ou expansão logística. Demanda típica: coleta.	"alto volume de pedidos; novas regiões; e-commerce; importação/exportação; abertura de CD; atrasos frequentes; crescimento de SKU"	Prospectar empresas do ICP com sinais de alto volume de pedidos ou novas regiões e potencial demanda por coleta e devoluções.	Contrato recorrente	Alta
B2B-0221	Facilities e Serviços Prediais	Empresa de Limpeza Corporativa	Limpeza diária	"Limpeza diária; conservação; higienização; gestão de equipes"	"empresa de limpeza corporativa; facilities e servicos prediais; limpeza diaria; conservacao; higienizacao; gestao de equipes"	Empresas com escritórios, fábricas, lojas, hospitais, condomínios comerciais, escolas e operações físicas	"Todos com instalações físicas; destaque para indústria; saúde; varejo; logística; educação; corporativo"	Manter ambientes limpos, funcionais, seguros e operacionais com equipe e SLAs. Demanda típica: limpeza diária.	"múltiplas unidades; grande área física; mudança de sede; expansão; terceirização; contratos vencendo; aumento de headcount"	Prospectar empresas do ICP com sinais de múltiplas unidades ou grande área física e potencial demanda por limpeza diária e conservação.	Contrato mensal	Alta
B2B-0222	Facilities e Serviços Prediais	Empresa de Limpeza Industrial	Limpeza técnica	"Limpeza técnica; máquinas; pisos; áreas produtivas; paradas"	"empresa de limpeza industrial; facilities e servicos prediais; limpeza tecnica; maquinas; pisos; areas produtivas; paradas"	Empresas com escritórios, fábricas, lojas, hospitais, condomínios comerciais, escolas e operações físicas	"Todos com instalações físicas; destaque para indústria; saúde; varejo; logística; educação; corporativo"	Manter ambientes limpos, funcionais, seguros e operacionais com equipe e SLAs. Demanda típica: limpeza técnica.	"múltiplas unidades; grande área física; mudança de sede; expansão; terceirização; contratos vencendo; aumento de headcount"	Prospectar empresas do ICP com sinais de múltiplas unidades ou grande área física e potencial demanda por limpeza técnica e máquinas.	Contrato mensal	Alta
B2B-0223	Facilities e Serviços Prediais	Empresa de Limpeza Hospitalar	Higienização	"Higienização; protocolos; áreas críticas; gestão de resíduos"	"empresa de limpeza hospitalar; facilities e servicos prediais; higienizacao; protocolos; areas criticas; gestao de residuos"	Empresas com escritórios, fábricas, lojas, hospitais, condomínios comerciais, escolas e operações físicas	"Todos com instalações físicas; destaque para indústria; saúde; varejo; logística; educação; corporativo"	Manter ambientes limpos, funcionais, seguros e operacionais com equipe e SLAs. Demanda típica: higienização.	"múltiplas unidades; grande área física; mudança de sede; expansão; terceirização; contratos vencendo; aumento de headcount"	Prospectar empresas do ICP com sinais de múltiplas unidades ou grande área física e potencial demanda por higienização e protocolos.	Contrato mensal	Alta
B2B-0224	Facilities e Serviços Prediais	Empresa de Portaria	Portaria presencial	"Portaria presencial; controle de acesso; recepção; rondas"	"empresa de portaria; facilities e servicos prediais; portaria presencial; controle de acesso; recepcao; rondas"	Empresas com escritórios, fábricas, lojas, hospitais, condomínios comerciais, escolas e operações físicas	"Todos com instalações físicas; destaque para indústria; saúde; varejo; logística; educação; corporativo"	Manter ambientes limpos, funcionais, seguros e operacionais com equipe e SLAs. Demanda típica: portaria presencial.	"múltiplas unidades; grande área física; mudança de sede; expansão; terceirização; contratos vencendo; aumento de headcount"	Prospectar empresas do ICP com sinais de múltiplas unidades ou grande área física e potencial demanda por portaria presencial e controle de acesso.	Contrato mensal	Alta
B2B-0225	Facilities e Serviços Prediais	Empresa de Portaria Remota	Controle de acesso remoto	"Controle de acesso remoto; interfonia; monitoramento; gestão de visitantes"	"empresa de portaria remota; facilities e servicos prediais; controle de acesso remoto; interfonia; monitoramento; gestao de visitantes"	Empresas com escritórios, fábricas, lojas, hospitais, condomínios comerciais, escolas e operações físicas	"Todos com instalações físicas; destaque para indústria; saúde; varejo; logística; educação; corporativo"	Manter ambientes limpos, funcionais, seguros e operacionais com equipe e SLAs. Demanda típica: controle de acesso remoto.	"múltiplas unidades; grande área física; mudança de sede; expansão; terceirização; contratos vencendo; aumento de headcount"	Prospectar empresas do ICP com sinais de múltiplas unidades ou grande área física e potencial demanda por controle de acesso remoto e interfonia.	Contrato mensal	Alta
B2B-0226	Facilities e Serviços Prediais	Empresa de Recepção Terceirizada	Recepcionistas	"Recepcionistas; atendimento; controle de visitantes; suporte"	"empresa de recepcao terceirizada; facilities e servicos prediais; recepcionistas; atendimento; controle de visitantes; suporte"	Empresas com escritórios, fábricas, lojas, hospitais, condomínios comerciais, escolas e operações físicas	"Todos com instalações físicas; destaque para indústria; saúde; varejo; logística; educação; corporativo"	Manter ambientes limpos, funcionais, seguros e operacionais com equipe e SLAs. Demanda típica: recepcionistas.	"múltiplas unidades; grande área física; mudança de sede; expansão; terceirização; contratos vencendo; aumento de headcount"	Prospectar empresas do ICP com sinais de múltiplas unidades ou grande área física e potencial demanda por recepcionistas e atendimento.	Contrato mensal	Alta
B2B-0227	Facilities e Serviços Prediais	Empresa de Zeladoria	Zeladoria	"Zeladoria; inspeções; pequenos reparos; apoio operacional"	"empresa de zeladoria; facilities e servicos prediais; zeladoria; inspecoes; pequenos reparos; apoio operacional"	Empresas com escritórios, fábricas, lojas, hospitais, condomínios comerciais, escolas e operações físicas	"Todos com instalações físicas; destaque para indústria; saúde; varejo; logística; educação; corporativo"	Manter ambientes limpos, funcionais, seguros e operacionais com equipe e SLAs. Demanda típica: zeladoria.	"múltiplas unidades; grande área física; mudança de sede; expansão; terceirização; contratos vencendo; aumento de headcount"	Prospectar empresas do ICP com sinais de múltiplas unidades ou grande área física e potencial demanda por zeladoria e inspeções.	Contrato mensal	Alta
B2B-0228	Facilities e Serviços Prediais	Empresa de Manutenção Predial	Elétrica	"Elétrica; hidráulica; pintura; reparos; preventiva"	"empresa de manutencao predial; facilities e servicos prediais; eletrica; hidraulica; pintura; reparos; preventiva"	Empresas com escritórios, fábricas, lojas, hospitais, condomínios comerciais, escolas e operações físicas	"Todos com instalações físicas; destaque para indústria; saúde; varejo; logística; educação; corporativo"	Manter ambientes limpos, funcionais, seguros e operacionais com equipe e SLAs. Demanda típica: elétrica.	"múltiplas unidades; grande área física; mudança de sede; expansão; terceirização; contratos vencendo; aumento de headcount"	Prospectar empresas do ICP com sinais de múltiplas unidades ou grande área física e potencial demanda por elétrica e hidráulica.	Contrato mensal	Alta
B2B-0229	Facilities e Serviços Prediais	Empresa de Jardinagem	Paisagismo	"Paisagismo; manutenção; poda; irrigação; conservação"	"empresa de jardinagem; facilities e servicos prediais; paisagismo; manutencao; poda; irrigacao; conservacao"	Empresas com escritórios, fábricas, lojas, hospitais, condomínios comerciais, escolas e operações físicas	"Todos com instalações físicas; destaque para indústria; saúde; varejo; logística; educação; corporativo"	Manter ambientes limpos, funcionais, seguros e operacionais com equipe e SLAs. Demanda típica: paisagismo.	"múltiplas unidades; grande área física; mudança de sede; expansão; terceirização; contratos vencendo; aumento de headcount"	Prospectar empresas do ICP com sinais de múltiplas unidades ou grande área física e potencial demanda por paisagismo e manutenção.	Contrato mensal	Alta
B2B-0230	Facilities e Serviços Prediais	Empresa de Paisagismo Corporativo	Projeto	"Projeto; implantação; jardins internos; manutenção; irrigação"	"empresa de paisagismo corporativo; facilities e servicos prediais; projeto; implantacao; jardins internos; manutencao; irrigacao"	Empresas com escritórios, fábricas, lojas, hospitais, condomínios comerciais, escolas e operações físicas	"Todos com instalações físicas; destaque para indústria; saúde; varejo; logística; educação; corporativo"	Manter ambientes limpos, funcionais, seguros e operacionais com equipe e SLAs. Demanda típica: projeto.	"múltiplas unidades; grande área física; mudança de sede; expansão; terceirização; contratos vencendo; aumento de headcount"	Prospectar empresas do ICP com sinais de múltiplas unidades ou grande área física e potencial demanda por projeto e implantação.	Contrato mensal	Alta
B2B-0231	Facilities e Serviços Prediais	Empresa de Controle de Pragas	Dedetização	"Dedetização; desratização; descupinização; monitoramento; laudos"	"empresa de controle de pragas; facilities e servicos prediais; dedetizacao; desratizacao; descupinizacao; monitoramento; laudos"	Empresas com escritórios, fábricas, lojas, hospitais, condomínios comerciais, escolas e operações físicas	"Todos com instalações físicas; destaque para indústria; saúde; varejo; logística; educação; corporativo"	Manter ambientes limpos, funcionais, seguros e operacionais com equipe e SLAs. Demanda típica: dedetização.	"múltiplas unidades; grande área física; mudança de sede; expansão; terceirização; contratos vencendo; aumento de headcount"	Prospectar empresas do ICP com sinais de múltiplas unidades ou grande área física e potencial demanda por dedetização e desratização.	Contrato mensal	Alta
B2B-0232	Facilities e Serviços Prediais	Empresa de Gestão de Resíduos	Coleta	"Coleta; segregação; transporte; destinação; relatórios"	"empresa de gestao de residuos; facilities e servicos prediais; coleta; segregacao; transporte; destinacao; relatorios"	Empresas com escritórios, fábricas, lojas, hospitais, condomínios comerciais, escolas e operações físicas	"Todos com instalações físicas; destaque para indústria; saúde; varejo; logística; educação; corporativo"	Manter ambientes limpos, funcionais, seguros e operacionais com equipe e SLAs. Demanda típica: coleta.	"múltiplas unidades; grande área física; mudança de sede; expansão; terceirização; contratos vencendo; aumento de headcount"	Prospectar empresas do ICP com sinais de múltiplas unidades ou grande área física e potencial demanda por coleta e segregação.	Contrato mensal	Alta
B2B-0233	Facilities e Serviços Prediais	Empresa de Lavanderia Industrial	Lavagem	"Lavagem; higienização; locação de enxoval; logística"	"empresa de lavanderia industrial; facilities e servicos prediais; lavagem; higienizacao; locacao de enxoval; logistica"	Empresas com escritórios, fábricas, lojas, hospitais, condomínios comerciais, escolas e operações físicas	"Todos com instalações físicas; destaque para indústria; saúde; varejo; logística; educação; corporativo"	Manter ambientes limpos, funcionais, seguros e operacionais com equipe e SLAs. Demanda típica: lavagem.	"múltiplas unidades; grande área física; mudança de sede; expansão; terceirização; contratos vencendo; aumento de headcount"	Prospectar empresas do ICP com sinais de múltiplas unidades ou grande área física e potencial demanda por lavagem e higienização.	Contrato mensal	Alta
B2B-0234	Facilities e Serviços Prediais	Empresa de Higienização de Estofados	Limpeza de carpetes	"Limpeza de carpetes; sofás; cadeiras; higienização; impermeabilização"	"empresa de higienizacao de estofados; facilities e servicos prediais; limpeza de carpetes; sofas; cadeiras; higienizacao; impermeabilizacao"	Empresas com escritórios, fábricas, lojas, hospitais, condomínios comerciais, escolas e operações físicas	"Todos com instalações físicas; destaque para indústria; saúde; varejo; logística; educação; corporativo"	Manter ambientes limpos, funcionais, seguros e operacionais com equipe e SLAs. Demanda típica: limpeza de carpetes.	"múltiplas unidades; grande área física; mudança de sede; expansão; terceirização; contratos vencendo; aumento de headcount"	Prospectar empresas do ICP com sinais de múltiplas unidades ou grande área física e potencial demanda por limpeza de carpetes e sofás.	Contrato mensal	Alta
B2B-0235	Facilities e Serviços Prediais	Empresa de Limpeza de Fachadas	Lavagem	"Lavagem; acesso por corda; hidrojateamento; manutenção"	"empresa de limpeza de fachadas; facilities e servicos prediais; lavagem; acesso por corda; hidrojateamento; manutencao"	Empresas com escritórios, fábricas, lojas, hospitais, condomínios comerciais, escolas e operações físicas	"Todos com instalações físicas; destaque para indústria; saúde; varejo; logística; educação; corporativo"	Manter ambientes limpos, funcionais, seguros e operacionais com equipe e SLAs. Demanda típica: lavagem.	"múltiplas unidades; grande área física; mudança de sede; expansão; terceirização; contratos vencendo; aumento de headcount"	Prospectar empresas do ICP com sinais de múltiplas unidades ou grande área física e potencial demanda por lavagem e acesso por corda.	Contrato mensal	Alta
B2B-0236	Facilities e Serviços Prediais	Empresa de Limpeza de Vidros	Limpeza técnica	"Limpeza técnica; altura; fachadas; manutenção programada"	"empresa de limpeza de vidros; facilities e servicos prediais; limpeza tecnica; altura; fachadas; manutencao programada"	Empresas com escritórios, fábricas, lojas, hospitais, condomínios comerciais, escolas e operações físicas	"Todos com instalações físicas; destaque para indústria; saúde; varejo; logística; educação; corporativo"	Manter ambientes limpos, funcionais, seguros e operacionais com equipe e SLAs. Demanda típica: limpeza técnica.	"múltiplas unidades; grande área física; mudança de sede; expansão; terceirização; contratos vencendo; aumento de headcount"	Prospectar empresas do ICP com sinais de múltiplas unidades ou grande área física e potencial demanda por limpeza técnica e altura.	Contrato mensal	Alta
B2B-0237	Facilities e Serviços Prediais	Empresa de Serviços Gerais Terceirizados	Auxiliares	"Auxiliares; copa; limpeza; apoio; supervisão"	"empresa de servicos gerais terceirizados; facilities e servicos prediais; auxiliares; copa; limpeza; apoio; supervisao"	Empresas com escritórios, fábricas, lojas, hospitais, condomínios comerciais, escolas e operações físicas	"Todos com instalações físicas; destaque para indústria; saúde; varejo; logística; educação; corporativo"	Manter ambientes limpos, funcionais, seguros e operacionais com equipe e SLAs. Demanda típica: auxiliares.	"múltiplas unidades; grande área física; mudança de sede; expansão; terceirização; contratos vencendo; aumento de headcount"	Prospectar empresas do ICP com sinais de múltiplas unidades ou grande área física e potencial demanda por auxiliares e copa.	Contrato mensal	Alta
B2B-0238	Facilities e Serviços Prediais	Empresa de Copa Corporativa	Copeiros	"Copeiros; coffee service; abastecimento; organização"	"empresa de copa corporativa; facilities e servicos prediais; copeiros; coffee service; abastecimento; organizacao"	Empresas com escritórios, fábricas, lojas, hospitais, condomínios comerciais, escolas e operações físicas	"Todos com instalações físicas; destaque para indústria; saúde; varejo; logística; educação; corporativo"	Manter ambientes limpos, funcionais, seguros e operacionais com equipe e SLAs. Demanda típica: copeiros.	"múltiplas unidades; grande área física; mudança de sede; expansão; terceirização; contratos vencendo; aumento de headcount"	Prospectar empresas do ICP com sinais de múltiplas unidades ou grande área física e potencial demanda por copeiros e coffee service.	Contrato mensal	Alta
B2B-0239	Facilities e Serviços Prediais	Empresa de Gestão de Facilities	IFM	"IFM; manutenção; limpeza; contratos; indicadores; gestão"	"empresa de gestao de facilities; facilities e servicos prediais; ifm; manutencao; limpeza; contratos; indicadores; gestao"	Empresas com escritórios, fábricas, lojas, hospitais, condomínios comerciais, escolas e operações físicas	"Todos com instalações físicas; destaque para indústria; saúde; varejo; logística; educação; corporativo"	Manter ambientes limpos, funcionais, seguros e operacionais com equipe e SLAs. Demanda típica: ifm.	"múltiplas unidades; grande área física; mudança de sede; expansão; terceirização; contratos vencendo; aumento de headcount"	Prospectar empresas do ICP com sinais de múltiplas unidades ou grande área física e potencial demanda por ifm e manutenção.	Contrato mensal	Alta
B2B-0240	Facilities e Serviços Prediais	Empresa de Facilities Multisserviços	Limpeza	"Limpeza; portaria; manutenção; jardinagem; recepção"	"empresa de facilities multisservicos; facilities e servicos prediais; limpeza; portaria; manutencao; jardinagem; recepcao"	Empresas com escritórios, fábricas, lojas, hospitais, condomínios comerciais, escolas e operações físicas	"Todos com instalações físicas; destaque para indústria; saúde; varejo; logística; educação; corporativo"	Manter ambientes limpos, funcionais, seguros e operacionais com equipe e SLAs. Demanda típica: limpeza.	"múltiplas unidades; grande área física; mudança de sede; expansão; terceirização; contratos vencendo; aumento de headcount"	Prospectar empresas do ICP com sinais de múltiplas unidades ou grande área física e potencial demanda por limpeza e portaria.	Contrato mensal	Alta
B2B-0241	Segurança e Monitoramento	Empresa de Segurança Patrimonial	Vigilância	"Vigilância; rondas; postos; controle de acesso; supervisão"	"empresa de seguranca patrimonial; seguranca e monitoramento; vigilancia; rondas; postos; controle de acesso; supervisao"	Empresas com ativos, unidades físicas, frotas, estoques, eventos, acesso controlado ou exposição a perdas	"Logística; indústria; varejo; condomínios; construção; eventos; financeiro; saúde"	Furtos, invasões, riscos operacionais, controle de acesso e proteção de pessoas/ativos. Demanda típica: vigilância.	"novas unidades; ocorrências de segurança; estoque de alto valor; operação 24h; frota; expansão; exigência de seguradora"	Prospectar empresas do ICP com sinais de novas unidades ou ocorrências de segurança e potencial demanda por vigilância e rondas.	Projeto + mensalidade	Alta
B2B-0242	Segurança e Monitoramento	Empresa de Segurança Eletrônica	CFTV	"CFTV; alarmes; sensores; controle de acesso; monitoramento"	"empresa de seguranca eletronica; seguranca e monitoramento; cftv; alarmes; sensores; controle de acesso; monitoramento"	Empresas com ativos, unidades físicas, frotas, estoques, eventos, acesso controlado ou exposição a perdas	"Logística; indústria; varejo; condomínios; construção; eventos; financeiro; saúde"	Furtos, invasões, riscos operacionais, controle de acesso e proteção de pessoas/ativos. Demanda típica: cftv.	"novas unidades; ocorrências de segurança; estoque de alto valor; operação 24h; frota; expansão; exigência de seguradora"	Prospectar empresas do ICP com sinais de novas unidades ou ocorrências de segurança e potencial demanda por cftv e alarmes.	Projeto + mensalidade	Alta
B2B-0243	Segurança e Monitoramento	Empresa de Monitoramento 24h	Alarmes	"Alarmes; CFTV; central; resposta; relatórios"	"empresa de monitoramento 24h; seguranca e monitoramento; alarmes; cftv; central; resposta; relatorios"	Empresas com ativos, unidades físicas, frotas, estoques, eventos, acesso controlado ou exposição a perdas	"Logística; indústria; varejo; condomínios; construção; eventos; financeiro; saúde"	Furtos, invasões, riscos operacionais, controle de acesso e proteção de pessoas/ativos. Demanda típica: alarmes.	"novas unidades; ocorrências de segurança; estoque de alto valor; operação 24h; frota; expansão; exigência de seguradora"	Prospectar empresas do ICP com sinais de novas unidades ou ocorrências de segurança e potencial demanda por alarmes e cftv.	Projeto + mensalidade	Alta
